model,cosmology,spectrum,closure,target_M0_msun,M0_msun,z,M_over_M0,M_msun,q_solved,z_form_solved,alpha,beta,f_M0,a_article
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.84,0.530603608600137,155805913.52924082,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.86,0.5266878566912729,154656096.05075812,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.8800000000000001,0.5227979383026486,153513864.3013496,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.9000000000000001,0.5189337501592122,152379187.95543224,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.92,0.515095187502947,151252036.25196666,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.94,0.5112821441675302,150132378.01637986,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.96,0.5074945126503182,149020181.6817031,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.98,0.5037321841817651,147915415.30895543,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.0,0.49999504879236817,146818046.60680205,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.02,0.49628299537723924,145728042.95051453,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.04,0.4925959117583891,144645371.4002602,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.06,0.48893368474481197,143569998.71874523,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.08,0.48529620019045144,142501891.38823566,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.1,0.48168334305012944,141441015.62698027,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.12,0.47809499743350986,140387337.40505666,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.14,0.47453104665717216,139340822.4596617,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.16,0.47099137329486307,138301436.3098677,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,2.18,0.4674758592259937,137269144.270863,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
